NP_027421.1	NP_027421.1; NP_001077869.1; NP_001318180.1; NP_001324640.1	486; 486; 486; 486	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_197902.1	NP_197902.1; NP_974806.1	367; 367	Pfam	; 	; 	; 	; 	; 
NP_197905.1	NP_197905.1; NP_001318643.1	973; 973	Pfam	; 	; 	; 	; 	; 
NP_197907.1	NP_197907.1; NP_197908.1	470; 463	Pfam	PF01145; PF01145	SPFH domain / Band 7 family; SPFH domain / Band 7 family	3.5E-21; 1.1E-21	IPR001107; IPR001107	Band 7 domain; Band 7 domain
NP_197910.1	NP_197910.1; NP_001332588.1; NP_851072.1	220; 220; 220	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_197918.1	NP_197918.1; NP_001190393.1	169; 169	Pfam	; 	; 	; 	; 	; 
NP_197919.1	NP_197919.1; NP_001318645.1; NP_001331647.1	820; 820; 820	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_197920.2	NP_197920.2; NP_001318646.1; NP_001332473.1	437; 437; 443	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_197921.1	NP_197921.1; NP_851073.1	189; 186	Pfam	; 	; 	; 	; 	; 
NP_197931.1	NP_197931.1; NP_001331719.1	170; 170	Pfam	; PF00641	; Zn-finger in Ran binding protein and others	; 2.8E-10	; IPR001876	; Zinc finger, RanBP2-type
NP_197934.2	NP_197934.2; NP_001331212.1; NP_001331213.1; NP_001331214.1	735; 735; 735; 735	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_197935.1	NP_197935.1; NP_001332583.1	347; 339	Pfam	PF00226, PF01556; 	DnaJ domain, DnaJ C terminal domain; 	3.7E-23, 9.8E-42; 	IPR001623, IPR002939; 	DnaJ domain, Chaperone DnaJ, C-terminal; 
NP_197936.1	NP_197936.1; NP_001331123.1	175; 175	Pfam	; 	; 	; 	; 	; 
NP_197938.2	NP_197938.2; NP_001318649.1; NP_001331055.1; NP_001331056.1; NP_001318650.1; NP_001190397.1	308; 308; 308; 308; 318; 303	Pfam	; ; ; ; ; 	; ; ; ; ; 	; ; ; ; ; 	; ; ; ; ; 	; ; ; ; ; 
NP_197951.2	NP_197951.2; NP_001332764.1	459; 455	Pfam	; 	; 	; 	; 	; 
NP_197952.2	NP_197952.2; NP_001331646.1	567; 569	Pfam	; 	; 	; 	; 	; 
NP_197969.2	NP_197969.2; NP_001318653.1; NP_001331025.1	387; 387; 387	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_197975.3	NP_197975.3; NP_001031941.1	466; 466	Pfam	PF00762; 	Ferrochelatase; 	2.8E-109; 	IPR001015; 	Ferrochelatase; 
NP_197987.2	NP_197987.2; NP_001331153.1	706; 711	Pfam	; 	; 	; 	; 	; 
NP_197988.3	NP_197988.3; NP_001332622.1	976; 976	Pfam	; 	; 	; 	; 	; 
NP_197990.2	NP_197990.2; NP_001331920.1; NP_001331921.1; NP_001331922.1; NP_851079.1	567; 567; 567; 567; 567	Pfam	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 
NP_198037.3	NP_198037.3; NP_001031947.2; NP_001031948.2; NP_001190405.1	983; 983; 983; 983	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_198042.1	NP_198042.1; NP_198060.2; NP_198109.2	444; 442; 450	Pfam	PF12894, PF00400; ; 	Anaphase-promoting complex subunit 4 WD40 domain, WD domain, G-beta repeat; ; 	9.9E-6, 2.0E-4; ; 	IPR024977, IPR001680; ; 	Anaphase-promoting complex subunit 4, WD40 domain, WD40 repeat; ; 
NP_198043.2	NP_198043.2; NP_001330135.1; NP_001190407.1	853; 853; 852	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_198044.2	NP_198044.2; NP_001190408.1	563; 555	Pfam	; 	; 	; 	; 	; 
NP_198046.1	NP_198046.1; NP_851082.1; NP_851083.1; NP_974842.1	316; 316; 316; 316	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_198047.1	NP_198047.1; NP_198059.1	289; 287	Pfam	; 	; 	; 	; 	; 
NP_198050.1	NP_198050.1; NP_001031950.1; NP_001331924.1	322; 322; 322	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_198058.1	NP_198058.1; NP_001318660.1; NP_001332753.1	957; 957; 958	Pfam	; ; PF00560, PF08263, PF13855	; ; Leucine Rich Repeat, Leucine rich repeat N-terminal domain, Leucine rich repeat	; ; 0.29, 3.6E-12, 4.7E-7	; ; IPR001611, IPR013210, IPR001611	; ; Leucine-rich repeat, Leucine-rich repeat-containing N-terminal, plant-type, Leucine-rich repeat
NP_198066.1	NP_198066.1; NP_001330282.1	445; 450	Pfam	; 	; 	; 	; 	; 
NP_198074.1	NP_198074.1; NP_001318661.1	1181; 1181	Pfam	; 	; 	; 	; 	; 
NP_198076.1	NP_198076.1; NP_001318662.1; NP_001332746.1	1104; 1104; 1104	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_198079.1	NP_198079.1; NP_001331483.1; NP_001331484.1	737; 737; 740	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_198097.1	NP_198097.1; NP_001190411.1; NP_851084.1	378; 378; 378	Pfam	PF00288, PF08544; ; 	GHMP kinases N terminal domain, GHMP kinases C terminal; ; 	2.4E-19, 1.3E-5; ; 	IPR006204, IPR013750; ; 	GHMP kinase N-terminal domain, GHMP kinase, C-terminal domain; ; 
NP_198106.1	NP_198106.1; NP_001031953.1	648; 648	Pfam	; 	; 	; 	; 	; 
NP_198107.3	NP_198107.3; NP_001318663.1	765; 765	Pfam	; PF00225	; Kinesin motor domain	; 9.8E-111	; IPR001752	; Kinesin motor domain
NP_198110.1	NP_198110.1; NP_001119289.1	223; 224	Pfam	PF00319; 	SRF-type transcription factor (DNA-binding and dimerisation domain); 	7.5E-13; 	IPR002100; 	Transcription factor, MADS-box; 
NP_198115.2	NP_198115.2; NP_001331945.1	648; 654	Pfam	; 	; 	; 	; 	; 
NP_198135.1	NP_198135.1; NP_001190412.1; NP_001318665.1	300; 303; 302	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_198138.2	NP_198138.2; NP_001154743.1	58; 58	Pfam	; 	; 	; 	; 	; 
NP_198149.2	NP_198149.2; NP_001332567.1; NP_001332568.1; NP_001332566.1	1630; 1620; 1632; 1615	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_198151.1	NP_198151.1; NP_001318666.1	184; 184	Pfam	; 	; 	; 	; 	; 
NP_198153.1	NP_198153.1; NP_001330492.1	166; 166	Pfam	; 	; 	; 	; 	; 
NP_198154.1	NP_198154.1; NP_001031956.1; NP_001031957.1; NP_001078628.1; NP_851087.1	323; 323; 323; 323; 323	Pfam	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 
NP_198155.1	NP_198155.1; NP_001330587.1; NP_001330588.1; NP_974843.1	323; 323; 323; 323	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_198156.1	NP_198156.1; NP_001318667.1	427; 427	Pfam	; 	; 	; 	; 	; 
NP_198181.1	NP_198181.1; NP_001330383.1	568; 568	Pfam	; 	; 	; 	; 	; 
NP_198199.2	NP_198199.2; NP_001332604.1	559; 561	Pfam	; 	; 	; 	; 	; 
NP_198204.3	NP_198204.3; NP_001330158.1	453; 453	Pfam	; 	; 	; 	; 	; 
NP_198205.2	NP_198205.2; NP_001331633.1; NP_001331636.1	685; 681; 681	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_198206.1	NP_198206.1; NP_851119.1; NP_001331824.1	669; 668; 673	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_198220.1	NP_198220.1; NP_001318669.1	858; 858	Pfam	; 	; 	; 	; 	; 
NP_198221.1	NP_198221.1; NP_001331393.1; NP_001331394.1	192; 192; 192	Pfam	; PF07939; 	; Protein of unknown function (DUF1685); 	; 5.0E-24; 	; IPR012881; 	; Protein of unknown function DUF1685; 
NP_198236.1	NP_198236.1; NP_001190417.1	377; 377	Pfam	; 	; 	; 	; 	; 
NP_198242.1	NP_198242.1; NP_568509.1	536; 536	Pfam	; PF17958, PF13499	; EF-hand domain, EF-hand domain pair	; 5.7E-32, 7.7E-19	; IPR041534, IPR002048	; PP2A regulatory subunit B'', EF-hand domain, EF-hand domain
NP_198360.3	NP_198360.3; NP_001330066.1	250; 250	Pfam	; 	; 	; 	; 	; 
NP_198367.2	NP_198367.2; NP_001031966.1	588; 580	Pfam	; 	; 	; 	; 	; 
NP_198369.1	NP_198369.1; NP_001331126.1	75; 81	Pfam	; 	; 	; 	; 	; 
NP_198370.1	NP_198370.1; NP_001330406.1	544; 544	Pfam	; 	; 	; 	; 	; 
NP_198383.1	NP_198383.1; NP_001190421.1; NP_001331130.1; NP_974850.1	272; 272; 272; 272	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_198395.1	NP_198395.1; NP_001332515.1	901; 901	Pfam	; 	; 	; 	; 	; 
NP_198396.1	NP_198396.1; NP_001318675.1	381; 381	Pfam	; PF10998	; Protein of unknown function (DUF2838)	; 4.9E-41	; IPR021261	; Glycerophosphocholine acyltransferase 1
NP_198398.1	NP_198398.1; NP_001331310.1	38; 38	Pfam	; 	; 	; 	; 	; 
NP_198405.1	NP_198405.1; NP_001331958.1	258; 261	Pfam	; 	; 	; 	; 	; 
NP_198412.1	NP_198412.1; NP_001332369.1	198; 198	Pfam	; 	; 	; 	; 	; 
NP_198413.1	NP_198413.1; NP_001031969.1; NP_001078639.1	430; 430; 430	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_198464.4	NP_198464.4; NP_001318680.1	760; 760	Pfam	; 	; 	; 	; 	; 
NP_198466.2	NP_198466.2; NP_001332421.1	391; 390	Pfam	; 	; 	; 	; 	; 
NP_198483.2	NP_198483.2; NP_198493.3	333; 333	Pfam	; 	; 	; 	; 	; 
NP_198484.2	NP_198484.2; NP_568541.1	576; 576	Pfam	; 	; 	; 	; 	; 
NP_198485.2	NP_198485.2; NP_001119316.1; NP_001119318.1; NP_001190427.1; NP_001190428.1; NP_198495.1	362; 362; 362; 362; 362; 362	Pfam	; ; ; ; ; 	; ; ; ; ; 	; ; ; ; ; 	; ; ; ; ; 	; ; ; ; ; 
NP_198486.2	NP_198486.2; NP_198496.1	183; 183	Pfam	; 	; 	; 	; 	; 
NP_198487.1	NP_198487.1; NP_001078671.1; NP_001078679.1	87; 87; 87	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_198497.1	NP_198497.1; NP_001078668.1	62; 62	Pfam	; 	; 	; 	; 	; 
NP_198503.3	NP_198503.3; NP_001329980.1; NP_001329979.1; NP_001329981.1	1871; 1870; 1863; 1863	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_198504.1	NP_198504.1; NP_001331094.1; NP_001331095.1; NP_001331097.1	693; 693; 693; 693	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_198505.2	NP_198505.2; NP_001031975.1	490; 487	Pfam	; 	; 	; 	; 	; 
NP_198509.2	NP_198509.2; NP_001119319.1; NP_001330640.1	1188; 1191; 1188	Pfam	; PF00931, PF01582; 	; NB-ARC domain, TIR domain; 	; 1.7E-27, 1.4E-44; 	; IPR002182, IPR000157; 	; NB-ARC, Toll/interleukin-1 receptor homology (TIR) domain; 
NP_198539.1	NP_198539.1; NP_198543.1; NP_001330830.1	208; 208; 208	Pfam	; ; PF13639	; ; Ring finger domain	; ; 1.4E-12	; ; IPR001841	; ; Zinc finger, RING-type
NP_198540.4	NP_198540.4; NP_001318684.1	158; 158	Pfam	; 	; 	; 	; 	; 
NP_198545.1	NP_198545.1; NP_001318685.1	180; 180	Pfam	; 	; 	; 	; 	; 
NP_198547.3	NP_198547.3; NP_001330448.1	593; 593	Pfam	; 	; 	; 	; 	; 
NP_198553.2	NP_198553.2; NP_851101.1	385; 393	Pfam	; 	; 	; 	; 	; 
NP_198554.1	NP_198554.1; NP_001078673.1; NP_001119323.1; NP_001119324.1; NP_001318687.1; NP_001332210.1; NP_001332211.1; NP_001332212.1; NP_851102.1	431; 431; 431; 431; 431; 431; 431; 431; 431	Pfam	; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; 
NP_198556.1	NP_198556.1; NP_001331165.1	623; 625	Pfam	; 	; 	; 	; 	; 
NP_198557.1	NP_198557.1; NP_001332534.1	615; 625	Pfam	; 	; 	; 	; 	; 
NP_198563.2	NP_198563.2; NP_001318688.1	631; 629	Pfam	; 	; 	; 	; 	; 
NP_198569.2	NP_198569.2; NP_001078674.1	457; 456	Pfam	; 	; 	; 	; 	; 
NP_198573.1	NP_198573.1; NP_001330445.1	550; 550	Pfam	; 	; 	; 	; 	; 
NP_198582.2	NP_198582.2; NP_001078675.1	288; 298	Pfam	; 	; 	; 	; 	; 
NP_198585.2	NP_198585.2; NP_001332462.1	356; 348	Pfam	; 	; 	; 	; 	; 
NP_198588.2	NP_198588.2; NP_001078676.1	288; 280	Pfam	PF13865, PF00076; 	C-terminal duplication domain of Friend of PRMT1, RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain); 	2.5E-6, 9.5E-14; 	IPR025715, IPR000504; 	Chromatin target of PRMT1 protein, C-terminal, RNA recognition motif domain; 
NP_198590.1	NP_198590.1; NP_001190431.1	168; 178	Pfam	; 	; 	; 	; 	; 
NP_198593.1	NP_198593.1; NP_001318691.1	129; 129	Pfam	; 	; 	; 	; 	; 
NP_198610.1	NP_198610.1; NP_198616.1; NP_198614.1; NP_001331194.1	353; 353; 353; 351	Pfam	PF00107, PF16884; ; ; 	Zinc-binding dehydrogenase, N-terminal domain of oxidoreductase; ; ; 	2.8E-23, 8.9E-19; ; ; 	IPR013149, IPR041694; ; ; 	Alcohol dehydrogenase, C-terminal, Oxidoreductase, N-terminal domain; ; ; 
NP_198611.1	NP_198611.1; NP_001119327.1	351; 345	Pfam	; 	; 	; 	; 	; 
NP_198638.2	NP_198638.2; NP_001031978.1	336; 336	Pfam	; 	; 	; 	; 	; 
NP_198644.1	NP_198644.1; NP_001330266.1	665; 672	Pfam	; 	; 	; 	; 	; 
NP_198645.1	NP_198645.1; NP_974860.1	246; 250	Pfam	; 	; 	; 	; 	; 
NP_198650.1	NP_198650.1; NP_001318694.1	1059; 1059	Pfam	; PF00931, PF01582, PF07725	; NB-ARC domain, TIR domain, Leucine Rich Repeat	; 4.8E-17, 9.5E-53, 1.4E-7	; IPR002182, IPR000157, IPR011713	; NB-ARC, Toll/interleukin-1 receptor homology (TIR) domain, Leucine-rich repeat 3
NP_198662.1	NP_198662.1; NP_001190434.1	533; 533	Pfam	PF03155; 	ALG6, ALG8 glycosyltransferase family; 	7.7E-130; 	IPR004856; 	Glycosyl transferase, ALG6/ALG8; 
NP_198667.1	NP_198667.1; NP_001078681.1; NP_001330612.1	434; 434; 434	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_198675.2	NP_198675.2; NP_001331043.1	289; 279	Pfam	; 	; 	; 	; 	; 
NP_198685.2	NP_198685.2; NP_001318699.1	572; 572	Pfam	; 	; 	; 	; 	; 
NP_198687.1	NP_198687.1; NP_001330954.1	476; 466	Pfam	; 	; 	; 	; 	; 
NP_198688.2	NP_198688.2; NP_001332269.1	306; 313	Pfam	; 	; 	; 	; 	; 
NP_198698.1	NP_198698.1; NP_001318700.1; NP_001330273.1	456; 456; 461	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_198709.1	NP_198709.1; NP_198710.2	223; 223	Pfam	; 	; 	; 	; 	; 
NP_198713.3	NP_198713.3; NP_001332353.1	384; 384	Pfam	; 	; 	; 	; 	; 
NP_198719.1	NP_198719.1; NP_001330418.1	806; 800	Pfam	; 	; 	; 	; 	; 
NP_198727.1	NP_198727.1; NP_001318702.1; NP_198731.1; NP_198734.1; NP_198728.1	222; 222; 221; 221; 221	Pfam	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 
NP_198729.1	NP_198729.1; NP_198735.1; NP_198732.2; NP_001190438.1	222; 222; 222; 218	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_198730.1	NP_198730.1; NP_198733.1	152; 154	Pfam	; 	; 	; 	; 	; 
NP_198738.2	NP_198738.2; NP_001330570.1	330; 322	Pfam	; 	; 	; 	; 	; 
NP_198741.1	NP_198741.1; NP_001332049.1	252; 252	Pfam	; PF12937	; F-box-like	; 8.2E-9	; IPR001810	; F-box domain
NP_198743.3	NP_198743.3; NP_198745.2	279; 279	Pfam	PF01357, PF03330; 	Expansin C-terminal domain, Lytic transglycolase; 	5.5E-24, 1.8E-21; 	IPR007117, IPR009009; 	Expansin, cellulose-binding-like domain, RlpA-like protein, double-psi beta-barrel domain; 
NP_198744.2	NP_198744.2; NP_198746.2	275; 276	Pfam	PF03330, PF01357; PF03330, PF01357	Lytic transglycolase, Expansin C-terminal domain; Lytic transglycolase, Expansin C-terminal domain	3.9E-22, 3.4E-23; 6.7E-22, 3.5E-23	IPR009009, IPR007117; IPR009009, IPR007117	RlpA-like protein, double-psi beta-barrel domain, Expansin, cellulose-binding-like domain; RlpA-like protein, double-psi beta-barrel domain, Expansin, cellulose-binding-like domain
NP_198749.2	NP_198749.2; NP_001119335.1	210; 208	Pfam	; 	; 	; 	; 	; 
NP_198766.1	NP_198766.1; NP_001318705.1	1443; 1443	Pfam	; 	; 	; 	; 	; 
NP_198790.1	NP_198790.1; NP_001190439.1; NP_001327862.1; NP_566767.1	301; 301; 301; 301	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_198803.1	NP_198803.1; NP_001331407.1	290; 294	Pfam	; 	; 	; 	; 	; 
NP_198810.2	NP_198810.2; NP_001332364.1	480; 476	Pfam	; 	; 	; 	; 	; 
NP_198824.1	NP_198824.1; NP_568574.1	94; 94	Pfam	; 	; 	; 	; 	; 
NP_198840.2	NP_198840.2; NP_001318710.1	368; 368	Pfam	; 	; 	; 	; 	; 
NP_198847.1	NP_198847.1; NP_001330756.1	348; 357	Pfam	; 	; 	; 	; 	; 
NP_198850.1	NP_198850.1; NP_001331897.1	1008; 1002	Pfam	; 	; 	; 	; 	; 
NP_198860.1	NP_198860.1; NP_001318713.1	520; 520	Pfam	; 	; 	; 	; 	; 
NP_198861.4	NP_198861.4; NP_001330812.1	2889; 2889	Pfam	; 	; 	; 	; 	; 
NP_198866.2	NP_198866.2; NP_001078684.1	123; 114	Pfam	; 	; 	; 	; 	; 
NP_198869.2	NP_198869.2; NP_001330532.1	287; 278	Pfam	; 	; 	; 	; 	; 
NP_198873.2	NP_198873.2; NP_001078686.1	204; 211	Pfam	; 	; 	; 	; 	; 
NP_198874.1	NP_198874.1; NP_851108.1; NP_566818.1; NP_001190443.1; NP_001318715.1; NP_001189989.1; NP_850641.1	274; 274; 273; 268; 268; 267; 267	Pfam	; ; ; ; ; ; 	; ; ; ; ; ; 	; ; ; ; ; ; 	; ; ; ; ; ; 	; ; ; ; ; ; 
NP_198886.2	NP_198886.2; NP_001031988.1	302; 303	Pfam	; 	; 	; 	; 	; 
NP_198888.1	NP_198888.1; NP_001330147.1; NP_001330148.1	583; 583; 583	Pfam	; ; PF01697	; ; Glycosyltransferase family 92	; ; 8.3E-46	; ; IPR008166	; ; Glycosyltransferase family 92
NP_198892.1	NP_198892.1; NP_001330361.1	515; 515	Pfam	; 	; 	; 	; 	; 
NP_198898.2	NP_198898.2; NP_001332642.1; NP_001332643.1; NP_001332644.1	2702; 2702; 2702; 2703	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_198899.1	NP_198899.1; NP_001318717.1	414; 414	Pfam	; 	; 	; 	; 	; 
NP_198907.1	NP_198907.1; NP_001318718.1	1104; 1104	Pfam	; 	; 	; 	; 	; 
NP_198926.2	NP_198926.2; NP_851112.1	582; 586	Pfam	; 	; 	; 	; 	; 
NP_198927.1	NP_198927.1; NP_001332177.1	621; 621	Pfam	; 	; 	; 	; 	; 
NP_198928.2	NP_198928.2; NP_001331275.1	684; 689	Pfam	; PF03982, PF12697	; Diacylglycerol acyltransferase, Alpha/beta hydrolase family	; 3.5E-7, 6.1E-7	; IPR007130, IPR000073	; Diacylglycerol acyltransferase, Alpha/beta hydrolase fold-1
NP_198930.1	NP_198930.1; NP_001190446.1	983; 976	Pfam	; 	; 	; 	; 	; 
NP_198933.1	NP_198933.1; NP_001330212.1	136; 136	Pfam	PF13041, PF12854; 	PPR repeat family, PPR repeat; 	7.0E-18, 9.9E-12; 	IPR002885, IPR002885; 	Pentatricopeptide repeat, Pentatricopeptide repeat; 
NP_198948.1	NP_198948.1; NP_001318722.1	515; 515	Pfam	; 	; 	; 	; 	; 
NP_198949.1	NP_198949.1; NP_001332628.1	458; 458	Pfam	; 	; 	; 	; 	; 
NP_198976.3	NP_198976.3; NP_001332436.1	810; 810	Pfam	; 	; 	; 	; 	; 
NP_198988.1	NP_198988.1; NP_001330018.1	711; 711	Pfam	; 	; 	; 	; 	; 
NP_198990.3	NP_198990.3; NP_851117.2	1068; 1068	Pfam	; 	; 	; 	; 	; 
NP_198993.1	NP_198993.1; NP_001318725.1; NP_001331995.1; NP_001331996.1	537; 537; 537; 537	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_198994.2	NP_198994.2; NP_001330520.1	1586; 1586	Pfam	; 	; 	; 	; 	; 
NP_198997.1	NP_198997.1; NP_001331841.1	687; 687	Pfam	; 	; 	; 	; 	; 
NP_199006.1	NP_199006.1; NP_001331137.1; NP_001331138.1	186; 186; 186	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_199025.1	NP_199025.1; NP_974868.1	425; 423	Pfam	PF00332; 	Glycosyl hydrolases family 17; 	2.4E-81; 	IPR000490; 	Glycoside hydrolase family 17; 
NP_199037.2	NP_199037.2; NP_001330299.1	879; 879	Pfam	; 	; 	; 	; 	; 
NP_199038.1	NP_199038.1; NP_001318730.1	469; 469	Pfam	; 	; 	; 	; 	; 
NP_199041.1	NP_199041.1; NP_199277.1	507; 507	Pfam	; 	; 	; 	; 	; 
NP_199050.1	NP_199050.1; NP_199051.1	563; 563	Pfam	PF01344, PF00646, PF13964; 	Kelch motif, F-box domain, Kelch motif; 	1.3E-4, 6.0E-8, 7.1E-6; 	IPR006652, IPR001810, -; 	Kelch repeat type 1, F-box domain, -; 
NP_199052.1	NP_199052.1; NP_001190449.1	447; 453	Pfam	; 	; 	; 	; 	; 
NP_199064.1	NP_199064.1; NP_001332452.1	1087; 1083	Pfam	; 	; 	; 	; 	; 
NP_199082.1	NP_199082.1; NP_001190452.1	238; 238	Pfam	; 	; 	; 	; 	; 
NP_199083.2	NP_199083.2; NP_001078694.1; NP_001331168.1	539; 540; 540	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_199085.1	NP_199085.1; NP_001331054.1; NP_001190453.1	807; 806; 803	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_199088.1	NP_199088.1; NP_001332180.1	560; 560	Pfam	; 	; 	; 	; 	; 
NP_199091.3	NP_199091.3; NP_001330976.1	206; 206	Pfam	; 	; 	; 	; 	; 
NP_199096.1	NP_199096.1; NP_974870.1	283; 283	Pfam	; 	; 	; 	; 	; 
NP_199101.1	NP_199101.1; NP_001190457.1	930; 925	Pfam	; 	; 	; 	; 	; 
NP_199108.1	NP_199108.1; NP_001330419.1	691; 691	Pfam	; 	; 	; 	; 	; 
NP_199122.1	NP_199122.1; NP_001331849.1	355; 350	Pfam	; 	; 	; 	; 	; 
NP_199130.4	NP_199130.4; NP_001332192.1	261; 261	Pfam	; 	; 	; 	; 	; 
NP_199138.1	NP_199138.1; NP_001119366.1; NP_001318734.1	512; 512; 512	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_199141.1	NP_199141.1; NP_851122.1; NP_974875.1	419; 419; 419	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_199149.1	NP_199149.1; NP_001190462.1; NP_199151.1; NP_199150.1	524; 524; 524; 521	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_199159.1	NP_199159.1; NP_001318735.1	154; 154	Pfam	; PF05514	; HR-like lesion-inducing	; 1.6E-50	; IPR008637	; HR-like lesion-inducer
NP_199160.1	NP_199160.1; NP_001318736.1; NP_001332592.1; NP_851124.1	908; 908; 908; 908	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_199169.1	NP_199169.1; NP_851125.1	1055; 1055	Pfam	PF00917; 	MATH domain; 	7.4E-24; 	IPR002083; 	MATH/TRAF domain; 
NP_199170.2	NP_199170.2; NP_001330099.1	103; 113	Pfam	; 	; 	; 	; 	; 
NP_199176.1	NP_199176.1; NP_001330181.1; NP_001330182.1; NP_001330183.1	831; 831; 831; 831	Pfam	; PF03126; ; 	; Plus-3 domain; ; 	; 1.3E-11; ; 	; IPR004343; ; 	; Plus-3 domain; ; 
NP_199181.2	NP_199181.2; NP_001190463.1	232; 232	Pfam	; 	; 	; 	; 	; 
NP_199186.1	NP_199186.1; NP_001318737.1; NP_001331020.1; NP_001331021.1; NP_001331022.1	848; 848; 848; 848; 848	Pfam	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 
NP_199187.1	NP_199187.1; NP_851126.1	862; 862	Pfam	; 	; 	; 	; 	; 
NP_199194.1	NP_199194.1; NP_001190464.1; NP_001331599.1; NP_001331600.1	988; 988; 988; 988	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_199201.1	NP_199201.1; NP_001332578.1; NP_001332579.1; NP_001332580.1	836; 836; 836; 836	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_199204.3	NP_199204.3; NP_974878.1	285; 281	Pfam	; 	; 	; 	; 	; 
NP_199206.1	NP_199206.1; NP_001032006.1; NP_001032007.1	726; 726; 726	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_199223.1	NP_199223.1; NP_001330873.1	476; 476	Pfam	; 	; 	; 	; 	; 
NP_199231.1	NP_199231.1; NP_001318738.1	1694; 1694	Pfam	; 	; 	; 	; 	; 
NP_199233.1	NP_199233.1; NP_001078705.1	257; 257	Pfam	; 	; 	; 	; 	; 
NP_199241.2	NP_199241.2; NP_001154760.1	522; 525	Pfam	; 	; 	; 	; 	; 
NP_199242.1	NP_199242.1; NP_001032009.1; NP_001032010.1; NP_001078708.1; NP_001330108.1	644; 644; 644; 644; 644	Pfam	; ; ; ; PF00069	; ; ; ; Protein kinase domain	; ; ; ; 8.6E-66	; ; ; ; IPR000719	; ; ; ; Protein kinase domain
NP_199258.4	NP_199258.4; NP_001330442.1	276; 281	Pfam	; 	; 	; 	; 	; 
NP_199263.1	NP_199263.1; NP_001032011.1	254; 254	Pfam	PF01423; 	LSM domain; 	9.9E-19; 	IPR001163; 	LSM domain, eukaryotic/archaea-type; 
NP_199270.1	NP_199270.1; NP_001154761.1	133; 140	Pfam	; 	; 	; 	; 	; 
NP_199279.1	NP_199279.1; NP_001318740.1	423; 423	Pfam	; 	; 	; 	; 	; 
NP_199286.1	NP_199286.1; NP_974884.1	255; 255	Pfam	; 	; 	; 	; 	; 
NP_199288.4	NP_199288.4; NP_001119373.1	1101; 1105	Pfam	; 	; 	; 	; 	; 
