NP_027421.1	NP_027421.1; NP_001077869.1; NP_001318180.1; NP_001324640.1	486; 486; 486; 486	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_200640.2	NP_200640.2; NP_001332489.1; NP_001318828.1; NP_851213.2; NP_001032095.1	558; 558; 525; 525; 447	Pfam	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 
NP_200649.1	NP_200649.1; NP_001331639.1	1873; 1860	Pfam	; 	; 	; 	; 	; 
NP_200653.2	NP_200653.2; NP_001331438.1	1065; 1002	Pfam	; 	; 	; 	; 	; 
NP_200662.3	NP_200662.3; NP_851216.2; NP_001318496.1; NP_001330722.1	481; 484; 555; 581	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_200665.2	NP_200665.2; NP_001318831.1	181; 181	Pfam	; 	; 	; 	; 	; 
NP_200668.1	NP_200668.1; NP_565692.1; NP_001324289.1	402; 398; 441	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_200669.1	NP_200669.1; NP_001330119.1; NP_001330114.1; NP_001330113.1; NP_001330120.1; NP_001330111.1; NP_001330115.1; NP_001330117.1; NP_001330116.1; NP_001330118.1; NP_001330112.1	1065; 1091; 1060; 1086; 1095; 1021; 1021; 959; 950; 909; 864	Pfam	; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; 
NP_200672.1	NP_200672.1; NP_001032096.1	228; 227	Pfam	; 	; 	; 	; 	; 
NP_200683.1	NP_200683.1; NP_001330491.1	386; 378	Pfam	; 	; 	; 	; 	; 
NP_200684.2	NP_200684.2; NP_001332069.1	557; 459	Pfam	; 	; 	; 	; 	; 
NP_200704.2	NP_200704.2; NP_001032100.1; NP_851217.1	484; 484; 559	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_200713.2	NP_200713.2; NP_001332260.1; NP_974963.1; NP_001332261.1	312; 226; 193; 191	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_200729.3	NP_200729.3; NP_851219.1	433; 434	Pfam	; 	; 	; 	; 	; 
NP_200743.1	NP_200743.1; NP_001330903.1; NP_001330902.1	287; 283; 202	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_200755.1	NP_200755.1; NP_001328799.1; NP_567315.1; NP_001190569.1	239; 235; 235; 148	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_200760.1	NP_200760.1; NP_564703.1	353; 326	Pfam	; 	; 	; 	; 	; 
NP_200764.1	NP_200764.1; NP_851224.1	275; 275	Pfam	; 	; 	; 	; 	; 
NP_200765.1	NP_200765.1; NP_001331374.1	298; 298	Pfam	; 	; 	; 	; 	; 
NP_200769.1	NP_200769.1; NP_001318838.1	268; 268	Pfam	; 	; 	; 	; 	; 
NP_200806.2	NP_200806.2; NP_001332678.1; NP_001332679.1; NP_001154789.1	581; 678; 684; 705	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_200807.1	NP_200807.1; NP_566437.1	241; 251	Pfam	; 	; 	; 	; 	; 
NP_200811.1	NP_200811.1; NP_001332313.1; NP_001332314.1	292; 231; 256	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_200812.2	NP_200812.2; NP_001190573.1	1376; 1391	Pfam	; 	; 	; 	; 	; 
NP_200820.3	NP_200820.3; NP_001331667.1	485; 478	Pfam	; 	; 	; 	; 	; 
NP_200823.1	NP_200823.1; NP_001330192.1	1195; 1249	Pfam	; 	; 	; 	; 	; 
NP_200829.5	NP_200829.5; NP_001190579.1; NP_001318845.1; NP_001332510.1; NP_001332511.1; NP_001332512.1	564; 564; 564; 564; 588; 588	Pfam	; ; ; ; ; 	; ; ; ; ; 	; ; ; ; ; 	; ; ; ; ; 	; ; ; ; ; 
NP_200831.1	NP_200831.1; NP_974966.1	250; 255	Pfam	; 	; 	; 	; 	; 
NP_200838.1	NP_200838.1; NP_851230.1; NP_001327867.1	718; 718; 722	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_200843.2	NP_200843.2; NP_001332138.1	291; 292	Pfam	; 	; 	; 	; 	; 
NP_200845.1	NP_200845.1; NP_001332244.1	413; 325	Pfam	; 	; 	; 	; 	; 
NP_200847.1	NP_200847.1; NP_001030993.1; NP_001119464.1; NP_001318848.1; NP_001320767.1; NP_001320768.1; NP_563799.1; NP_563800.1; NP_563801.1; NP_001077483.1	449; 449; 449; 449; 449; 449; 449; 449; 449; 372	Pfam	; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; 
NP_200849.2	NP_200849.2; NP_001119465.1; NP_001332003.1; NP_974969.1; NP_001032109.2; NP_001032108.1	873; 885; 873; 885; 884; 832	Pfam	; ; ; ; ; 	; ; ; ; ; 	; ; ; ; ; 	; ; ; ; ; 	; ; ; ; ; 
NP_200851.1	NP_200851.1; NP_001032110.1; NP_001332091.1; NP_001332092.1	156; 156; 156; 156	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_200853.1	NP_200853.1; NP_001331788.1	788; 764	Pfam	; 	; 	; 	; 	; 
NP_200865.1	NP_200865.1; NP_001331512.1; NP_001331513.1	393; 393; 393	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_200868.2	NP_200868.2; NP_851233.1; NP_001119467.1; NP_001332136.1; NP_001332137.1	740; 741; 717; 717; 717	Pfam	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 
NP_200884.2	NP_200884.2; NP_566873.1; NP_974387.1	738; 717; 698	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_200888.2	NP_200888.2; NP_001190582.1	283; 302	Pfam	; 	; 	; 	; 	; 
NP_200889.2	NP_200889.2; NP_001119468.1	116; 101	Pfam	; 	; 	; 	; 	; 
NP_200892.2	NP_200892.2; NP_001331836.1	207; 148	Pfam	; 	; 	; 	; 	; 
NP_200895.2	NP_200895.2; NP_974971.2; NP_001330471.1	445; 452; 393	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_200896.1	NP_200896.1; NP_001032115.1	262; 208	Pfam	; 	; 	; 	; 	; 
NP_200901.2	NP_200901.2; NP_001332386.1; NP_001332385.1	1294; 1300; 1335	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_200902.1	NP_200902.1; NP_974972.1	429; 337	Pfam	; 	; 	; 	; 	; 
NP_200909.1	NP_200909.1; NP_001032116.1	639; 639	Pfam	; 	; 	; 	; 	; 
NP_200914.2	NP_200914.2; NP_001190583.1	660; 664	Pfam	; 	; 	; 	; 	; 
NP_200917.4	NP_200917.4; NP_001330380.1	657; 657	Pfam	; 	; 	; 	; 	; 
NP_200918.1	NP_200918.1; NP_001329950.1; NP_001332605.1; NP_200919.2	227; 224; 152; 161	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_200920.3	NP_200920.3; NP_001332173.1; NP_001332172.1	426; 419; 372	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_200922.2	NP_200922.2; NP_001190584.1	2146; 2157	Pfam	; 	; 	; 	; 	; 
NP_200927.3	NP_200927.3; NP_001331000.1; NP_001331009.1; NP_001331007.1; NP_001331002.1; NP_001331001.1; NP_001331004.1; NP_001331006.1	995; 1010; 1054; 1057; 1039; 981; 960; 960	Pfam	; ; ; ; ; ; ; 	; ; ; ; ; ; ; 	; ; ; ; ; ; ; 	; ; ; ; ; ; ; 	; ; ; ; ; ; ; 
NP_200930.1	NP_200930.1; NP_001330535.1; NP_001330536.1	87; 87; 87	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_200931.1	NP_200931.1; NP_568184.1	174; 175	Pfam	; 	; 	; 	; 	; 
NP_200936.1	NP_200936.1; NP_001330194.1; NP_001330193.1	263; 240; 204	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_200938.1	NP_200938.1; NP_001318854.1	557; 557	Pfam	; 	; 	; 	; 	; 
NP_200941.2	NP_200941.2; NP_001331140.1; NP_001331141.1	436; 436; 447	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_200949.1	NP_200949.1; NP_851240.1	281; 281	Pfam	; 	; 	; 	; 	; 
NP_200964.2	NP_200964.2; NP_001330716.1; NP_001330717.1; NP_001330718.1; NP_001190589.1	796; 815; 815; 796; 794	Pfam	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 
NP_200966.2	NP_200966.2; NP_001032120.1; NP_850025.1	530; 529; 537	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_200970.1	NP_200970.1; NP_564537.1	317; 314	Pfam	; 	; 	; 	; 	; 
NP_200981.1	NP_200981.1; NP_001330984.1; NP_001332171.1; NP_001318858.1	940; 950; 953; 952	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_200990.2	NP_200990.2; NP_001330390.1	475; 475	Pfam	; 	; 	; 	; 	; 
NP_200993.1	NP_200993.1; NP_001331273.1	420; 424	Pfam	; 	; 	; 	; 	; 
NP_200997.2	NP_200997.2; NP_974978.1; NP_974979.1; NP_001330552.1	738; 738; 742; 706	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_200998.1	NP_200998.1; NP_001119474.1; NP_001331914.1; NP_001331916.1; NP_001331917.1; NP_001331915.1	238; 238; 238; 238; 238; 197	Pfam	; ; ; ; ; 	; ; ; ; ; 	; ; ; ; ; 	; ; ; ; ; 	; ; ; ; ; 
NP_201015.1	NP_201015.1; NP_001332402.1; NP_851245.1	816; 816; 816	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_201017.3	NP_201017.3; NP_001331402.1	566; 531	Pfam	; 	; 	; 	; 	; 
NP_201021.1	NP_201021.1; NP_680740.1	102; 110	Pfam	; 	; 	; 	; 	; 
NP_201023.1	NP_201023.1; NP_001332084.1; NP_001332085.1; NP_001332086.1	703; 603; 603; 603	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_201026.1	NP_201026.1; NP_001118501.1	190; 179	Pfam	; 	; 	; 	; 	; 
NP_201033.2	NP_201033.2; NP_001190596.1	383; 420	Pfam	; 	; 	; 	; 	; 
NP_201035.1	NP_201035.1; NP_001119478.1	229; 228	Pfam	; 	; 	; 	; 	; 
NP_201039.1	NP_201039.1; NP_201040.1	170; 206	Pfam	; 	; 	; 	; 	; 
NP_201057.1	NP_201057.1; NP_201072.1	420; 379	Pfam	; 	; 	; 	; 	; 
NP_201064.2	NP_201064.2; NP_001318866.1	615; 615	Pfam	; 	; 	; 	; 	; 
NP_201070.1	NP_201070.1; NP_001154791.1; NP_001032126.1	520; 540; 514	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_201085.1	NP_201085.1; NP_001190600.1	477; 497	Pfam	; 	; 	; 	; 	; 
NP_201090.1	NP_201090.1; NP_001331585.1	297; 232	Pfam	; 	; 	; 	; 	; 
NP_201100.1	NP_201100.1; NP_001190602.1; NP_001332448.1; NP_001332449.1; NP_001325904.1; NP_001325909.1; NP_001325912.1; NP_001325906.1; NP_001325907.1; NP_001325910.1; NP_001325911.1; NP_001325913.1; NP_683602.1; NP_001332450.1; NP_001332451.1; NP_001078783.1; NP_001325903.1; NP_001325908.1; NP_001325905.1	139; 139; 139; 139; 140; 140; 140; 137; 137; 137; 137; 137; 137; 117; 117; 106; 117; 117; 71	Pfam	; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
NP_201110.2	NP_201110.2; NP_001190603.1	345; 339	Pfam	; 	; 	; 	; 	; 
NP_201116.1	NP_201116.1; NP_001078511.1	471; 469	Pfam	; 	; 	; 	; 	; 
NP_201121.1	NP_201121.1; NP_001331645.1; NP_001331644.1; NP_566902.1; NP_001326127.1; NP_001326126.1	365; 304; 280; 364; 334; 258	Pfam	; ; ; ; ; 	; ; ; ; ; 	; ; ; ; ; 	; ; ; ; ; 	; ; ; ; ; 
NP_201125.2	NP_201125.2; NP_001332645.1	649; 633	Pfam	; 	; 	; 	; 	; 
NP_201129.1	NP_201129.1; NP_201130.1; NP_001321897.1	129; 132; 138	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_201135.2	NP_201135.2; NP_001119483.1; NP_566809.1; NP_001327188.1	185; 217; 183; 218	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_201142.1	NP_201142.1; NP_001190605.1; NP_001331507.1; NP_001331508.1; NP_001331510.1	612; 612; 612; 612; 612	Pfam	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 
NP_201151.2	NP_201151.2; NP_974986.1	162; 161	Pfam	; 	; 	; 	; 	; 
NP_201159.2	NP_201159.2; NP_001119486.1	644; 677	Pfam	; 	; 	; 	; 	; 
NP_201163.1	NP_201163.1; NP_001332248.1	250; 241	Pfam	; 	; 	; 	; 	; 
NP_201174.1	NP_201174.1; NP_001318871.1	139; 139	Pfam	; 	; 	; 	; 	; 
NP_201175.2	NP_201175.2; NP_001332307.1	602; 525	Pfam	; 	; 	; 	; 	; 
NP_201178.1	NP_201178.1; NP_201180.1	506; 536	Pfam	; 	; 	; 	; 	; 
NP_201183.2	NP_201183.2; NP_001331890.1; NP_001078547.1; NP_001331927.1; NP_001331928.1; NP_001331930.1; NP_001331931.1; NP_568206.1; NP_001078548.1; NP_001331925.1; NP_001331926.1; NP_001331929.1	367; 367; 363; 363; 363; 363; 363; 363; 370; 370; 370; 370	Pfam	; ; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; ; 
NP_201189.1	NP_201189.1; NP_001330435.1	921; 948	Pfam	; 	; 	; 	; 	; 
NP_201200.2	NP_201200.2; NP_001332133.1	1090; 1073	Pfam	; 	; 	; 	; 	; 
NP_201201.2	NP_201201.2; NP_001190611.1	1095; 1112	Pfam	; 	; 	; 	; 	; 
NP_201209.1	NP_201209.1; NP_001032133.2	171; 181	Pfam	; 	; 	; 	; 	; 
NP_201222.1	NP_201222.1; NP_001078793.1; NP_001330478.1	566; 616; 616	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_201223.1	NP_201223.1; NP_001332145.1	158; 158	Pfam	; 	; 	; 	; 	; 
NP_201241.1	NP_201241.1; NP_001032136.1; NP_001318874.1; NP_001331951.1; NP_001331952.1; NP_851265.1; NP_851264.2	464; 464; 464; 464; 464; 464; 422	Pfam	; ; ; ; ; ; 	; ; ; ; ; ; 	; ; ; ; ; ; 	; ; ; ; ; ; 	; ; ; ; ; ; 
NP_201244.2	NP_201244.2; NP_001190612.1; NP_974990.1	857; 866; 824	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_201251.1	NP_201251.1; NP_001032138.1; NP_001032139.1; NP_001078794.1; NP_001190613.1; NP_001331672.1; NP_851266.1	282; 282; 282; 282; 282; 282; 282	Pfam	; ; ; ; ; ; 	; ; ; ; ; ; 	; ; ; ; ; ; 	; ; ; ; ; ; 	; ; ; ; ; ; 
NP_201252.1	NP_201252.1; NP_001190614.1; NP_851267.1; NP_001330200.1	407; 401; 325; 316	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_201253.2	NP_201253.2; NP_001331032.1	184; 212	Pfam	; 	; 	; 	; 	; 
NP_201257.2	NP_201257.2; NP_001318876.1; NP_851268.1; NP_001330642.1; NP_001330647.1; NP_001330643.1; NP_001330644.1; NP_001330648.1; NP_001330645.1; NP_001330646.1; NP_001330649.1	342; 348; 372; 342; 364; 378; 348; 370; 314; 291; 212	Pfam	; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; 
NP_201259.2	NP_201259.2; NP_001119495.1; NP_001154795.1	424; 424; 424	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_201273.1	NP_201273.1; NP_851270.1; NP_001154796.1	203; 203; 211	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_201275.1	NP_201275.1; NP_001332262.1	359; 263	Pfam	; 	; 	; 	; 	; 
NP_201288.1	NP_201288.1; NP_001032143.1; NP_001330740.1	380; 297; 277	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_201302.1	NP_201302.1; NP_565171.4	428; 418	Pfam	PF00153; PF00153	Mitochondrial carrier protein; Mitochondrial carrier protein	3.4E-19; 7.7E-17	IPR018108; IPR018108	Mitochondrial substrate/solute carrier; Mitochondrial substrate/solute carrier
NP_201303.1	NP_201303.1; NP_001332139.1	344; 344	Pfam	; 	; 	; 	; 	; 
NP_201314.3	NP_201314.3; NP_001318880.1	529; 529	Pfam	; 	; 	; 	; 	; 
NP_201316.1	NP_201316.1; NP_001032145.1	692; 646	Pfam	; 	; 	; 	; 	; 
NP_201321.1	NP_201321.1; NP_001332594.1	362; 307	Pfam	; 	; 	; 	; 	; 
NP_201335.1	NP_201335.1; NP_001331318.1	296; 276	Pfam	; 	; 	; 	; 	; 
NP_201343.2	NP_201343.2; NP_001331116.1; NP_567701.1; NP_001329756.1; NP_001329753.1	252; 270; 234; 261; 212	Pfam	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 
NP_201351.1	NP_201351.1; NP_001328884.1; NP_001328885.1; NP_974702.1; NP_001320155.1	153; 136; 136; 136; 125	Pfam	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 
NP_201353.4	NP_201353.4; NP_001331744.1	791; 799	Pfam	; 	; 	; 	; 	; 
NP_201359.1	NP_201359.1; NP_001331859.1; NP_001331860.1	915; 915; 915	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_201373.1	NP_201373.1; NP_001318886.1	453; 453	Pfam	; 	; 	; 	; 	; 
NP_201375.2	NP_201375.2; NP_001032153.1; NP_001330438.1; NP_001330439.1; NP_001330441.1	216; 216; 216; 216; 216	Pfam	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 
NP_201378.5	NP_201378.5; NP_001190626.1; NP_001190627.1; NP_001154799.1	1010; 1010; 1018; 1042	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_201379.2	NP_201379.2; NP_001118802.1; NP_566923.1; NP_001320928.1	415; 411; 413; 405	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_201383.1	NP_201383.1; NP_001319717.1	637; 638	Pfam	; 	; 	; 	; 	; 
NP_201387.2	NP_201387.2; NP_001032154.1; NP_001329967.1	346; 326; 326	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_201390.1	NP_201390.1; NP_001330475.1; NP_001078803.1; NP_001330476.1; NP_001330474.1	477; 477; 425; 425; 363	Pfam	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 
NP_201393.1	NP_201393.1; NP_001330653.1; NP_566927.1	444; 444; 448	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_201408.1	NP_201408.1; NP_001332466.1; NP_001332465.1	221; 221; 214	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_201419.2	NP_201419.2; NP_001032161.1; NP_001032160.1	395; 374; 323	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_201426.3	NP_201426.3; NP_851282.1; NP_851283.1; NP_001190634.1	306; 306; 306; 326	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_201430.1	NP_201430.1; NP_001330846.1	202; 142	Pfam	; 	; 	; 	; 	; 
NP_201433.1	NP_201433.1; NP_975002.1	339; 339	Pfam	; 	; 	; 	; 	; 
NP_201436.1	NP_201436.1; NP_001330899.1; NP_001330898.1	331; 326; 331	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_201437.2	NP_201437.2; NP_975003.1	352; 380	Pfam	; 	; 	; 	; 	; 
NP_201441.1	NP_201441.1; NP_001032162.1	167; 185	Pfam	; 	; 	; 	; 	; 
NP_201447.1	NP_201447.1; NP_001321462.1	431; 431	Pfam	; 	; 	; 	; 	; 
NP_201448.2	NP_201448.2; NP_001332584.1	427; 427	Pfam	; 	; 	; 	; 	; 
NP_201450.1	NP_201450.1; NP_566940.1	109; 114	Pfam	; 	; 	; 	; 	; 
NP_201454.1	NP_201454.1; NP_001190635.1; NP_001318889.1; NP_001331258.1	307; 307; 307; 279	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_201461.1	NP_201461.1; NP_001119511.1; NP_001318890.1; NP_001330062.1; NP_001330064.1; NP_001119510.1; NP_001330056.1; NP_001330055.1; NP_001330059.1; NP_001330060.1; NP_001330061.1; NP_001330057.1; NP_001330058.1; NP_001330065.1; NP_001330063.1	614; 614; 614; 614; 614; 594; 560; 519; 519; 519; 519; 500; 500; 500; 446	Pfam	; ; ; ; ; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; ; ; ; ; 
NP_201463.1	NP_201463.1; NP_001330143.1; NP_001330144.1	644; 635; 635	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_201465.2	NP_201465.2; NP_001331697.1; NP_001331698.1; NP_001331699.1; NP_001190638.1; NP_001331696.1; NP_001331414.1; NP_001328323.1; NP_001330142.1; NP_001324812.1	450; 450; 481; 482; 477; 478; 433; 458; 506; 440	Pfam	; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; 
NP_201473.1	NP_201473.1; NP_975004.1	414; 411	Pfam	; 	; 	; 	; 	; 
NP_201479.1	NP_201479.1; NP_001330621.1	121; 102	Pfam	; 	; 	; 	; 	; 
NP_201480.3	NP_201480.3; NP_565552.1; NP_850041.1	622; 708; 708	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_201485.1	NP_201485.1; NP_001318892.1	551; 551	Pfam	; 	; 	; 	; 	; 
NP_201491.1	NP_201491.1; NP_001331503.1; NP_201492.1	809; 857; 815	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_201504.2	NP_201504.2; NP_851285.1	610; 667	Pfam	; 	; 	; 	; 	; 
NP_201512.1	NP_201512.1; NP_001078811.1; NP_001078810.1	210; 188; 150	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_201518.2	NP_201518.2; NP_001318894.1; NP_001330571.1	375; 375; 295	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_201535.3	NP_201535.3; NP_001332230.1	707; 707	Pfam	; 	; 	; 	; 	; 
NP_201540.1	NP_201540.1; NP_001032166.1; NP_001330136.1	176; 176; 176	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_201549.1	NP_201549.1; NP_001330470.1; NP_568031.1	372; 372; 368	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_563620.1	NP_563620.1; NP_001320982.1; NP_001320979.1; NP_001320980.1; NP_001320985.1; NP_001320981.1; NP_001320983.1; NP_001320984.1	1055; 1055; 956; 956; 948; 866; 866; 866	Pfam	; ; ; ; ; ; ; 	; ; ; ; ; ; ; 	; ; ; ; ; ; ; 	; ; ; ; ; ; ; 	; ; ; ; ; ; ; 
NP_563623.1	NP_563623.1; NP_001320619.1; NP_001320620.1; NP_973735.1; NP_973736.1	331; 331; 331; 331; 331	Pfam	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 
NP_563632.2	NP_563632.2; NP_001078340.2; NP_001319833.1; NP_001328328.1	427; 440; 393; 393	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_563637.1	NP_563637.1; NP_001077443.1; NP_001077444.1	574; 574; 574	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_563640.1	NP_563640.1; NP_001077445.1; NP_849575.1; NP_001030932.1; NP_001117212.1	353; 353; 353; 303; 249	Pfam	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 
NP_563643.4	NP_563643.4; NP_001320383.1; NP_001184888.1; NP_001320382.1; NP_001320381.1; NP_563905.1; NP_567388.1; NP_001320384.1	673; 703; 660; 641; 611; 666; 662; 524	Pfam	; ; ; ; ; ; ; 	; ; ; ; ; ; ; 	; ; ; ; ; ; ; 	; ; ; ; ; ; ; 	; ; ; ; ; ; ; 
NP_563645.1	NP_563645.1; NP_849576.1; NP_973739.1	260; 225; 237	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_563646.1	NP_563646.1; NP_001078754.1; NP_001119433.1; NP_001119432.1; NP_001322300.1	484; 436; 351; 349; 349	Pfam	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 
NP_563648.1	NP_563648.1; NP_567215.1; NP_849281.1	362; 359; 359	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_563657.1	NP_563657.1; NP_564880.1; NP_568644.1; NP_568427.1	298; 309; 292; 241	Pfam	PF00574; PF00574; PF00574; PF00574	Clp protease; Clp protease; Clp protease; Clp protease	2.0E-80; 3.0E-72; 5.2E-72; 1.9E-80	IPR023562; IPR023562; IPR023562; IPR023562	Clp protease proteolytic subunit /Translocation-enhancing protein TepA; Clp protease proteolytic subunit /Translocation-enhancing protein TepA; Clp protease proteolytic subunit /Translocation-enhancing protein TepA; Clp protease proteolytic subunit /Translocation-enhancing protein TepA
NP_563660.1	NP_563660.1; NP_567131.1	713; 649	Pfam	; 	; 	; 	; 	; 
NP_563662.1	NP_563662.1; NP_567227.1; NP_566103.1; NP_172624.1; NP_001321758.1; NP_200149.1; NP_190491.1; NP_001332265.1; NP_001327221.1	579; 573; 560; 557; 578; 587; 598; 623; 643	Pfam	; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; 
NP_563666.1	NP_563666.1; NP_001327939.1	470; 461	Pfam	; 	; 	; 	; 	; 
NP_563667.1	NP_563667.1; NP_001117218.1; NP_001321448.1	335; 333; 244	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_563669.1	NP_563669.1; NP_849580.1; NP_001321568.1; NP_850424.1; NP_566026.1; NP_001321569.1; NP_849579.1; NP_001117219.1	264; 267; 273; 267; 265; 197; 197; 180	Pfam	; ; ; ; ; ; ; 	; ; ; ; ; ; ; 	; ; ; ; ; ; ; 	; ; ; ; ; ; ; 	; ; ; ; ; ; ; 
